고객ID,성별,나이,가입채널,요금제,가입일,가입경과월,최근30일_로그인수,월평균사용시간,고객센터문의수,최근3개월_결제실패,이탈여부,이탈일
C2306,여,25,제휴이벤트,베이직,2024-11-11,18,11,6.9,0,0,N,
C2307,여,42,지인추천,스탠다드,2024-01-10,29,16,9.3,0,0,N,
C2308,남,57,소셜미디어,베이직,2025-06-14,11,12,16.5,0,0,N,
C2309,여,32,소셜미디어,베이직,2024-06-01,24,3,9.8,1,2,Y,2025-09-03
C2310,남,43,제휴이벤트,스탠다드,2024-05-29,24,13,27.6,2,0,N,
C2311,여,19,지인추천,스탠다드,2024-10-21,19,9,8.0,0,1,N,
C2312,여,38,검색광고,스탠다드,2023-10-27,31,8,23.2,2,1,N,
C2313,남,34,검색광고,프리미엄,2024-08-21,21,13,40.8,1,0,N,
C2314,남,28,제휴이벤트,프리미엄,2025-02-10,15,3,11.3,1,1,Y,2025-08-04
C2315,여,51,제휴이벤트,베이직,2023-10-15,31,14,19.3,2,0,N,
C2316,여,34,제휴이벤트,베이직,2025-01-22,16,17,20.1,0,0,N,
C2317,남,36,소셜미디어,베이직,2023-07-12,35,3,7.6,0,3,Y,2026-04-29
C2318,여,33,오프라인매장,스탠다드,2025-03-04,15,10,13.7,2,0,N,
C2319,여,19,제휴이벤트,프리미엄,2023-07-08,35,4,11.6,0,0,Y,2026-02-24
C2320,남,24,소셜미디어,프리미엄,2023-12-04,30,2,4.2,0,2,Y,2026-01-18
C2321,남,50,검색광고,베이직,2024-06-07,24,2,7.9,2,0,Y,2026-05-15
C2322,남,19,제휴이벤트,프리미엄,2025-03-16,14,9,6.8,0,0,N,
C2323,여,29,검색광고,스탠다드,2025-07-05,11,14,30.3,2,0,N,
C2324,남,33,지인추천,프리미엄,2024-10-12,19,12,19.4,0,0,N,
C2325,여,59,오프라인매장,스탠다드,2023-10-18,31,13,7.7,0,0,N,
C2326,남,47,오프라인매장,베이직,2024-07-17,22,16,35.4,0,0,N,
C2327,여,31,소셜미디어,베이직,2025-09-16,8,14,17.2,0,1,N,
C2328,남,54,오프라인매장,프리미엄,2023-09-05,33,11,8.7,0,0,N,
C2329,남,29,검색광고,베이직,2025-07-02,11,9,42.6,1,0,N,
C2330,여,50,제휴이벤트,베이직,2024-07-15,22,9,15.7,1,0,N,
C2331,남,22,검색광고,베이직,2023-06-05,36,18,11.6,0,0,N,
C2332,여,51,오프라인매장,베이직,2025-06-09,11,11,20.3,0,0,N,
C2333,여,33,오프라인매장,프리미엄,2023-06-29,35,9,9.3,0,0,N,
C2334,여,26,검색광고,베이직,2024-06-28,23,1,5.5,2,0,Y,2026-02-22
C2335,여,35,검색광고,베이직,2023-12-25,29,17,33.3,2,0,N,
C2336,남,41,오프라인매장,스탠다드,2025-02-11,15,12,43.9,1,0,N,
C2337,여,32,검색광고,스탠다드,2023-07-30,34,14,15.9,0,0,N,
C2338,여,45,검색광고,베이직,2023-09-05,33,9,22.5,0,0,N,
C2339,남,31,소셜미디어,베이직,2024-12-17,17,14,34.1,1,0,N,
C2340,남,45,제휴이벤트,베이직,2026-04-24,1,15,15.6,0,0,N,
C2341,여,43,지인추천,베이직,2023-07-13,35,10,11.4,1,0,N,
C2342,남,37,소셜미디어,베이직,2024-10-03,20,9,24.6,2,1,N,
C2343,여,33,제휴이벤트,베이직,2025-10-02,8,9,8.5,3,0,N,
C2344,여,40,소셜미디어,스탠다드,2024-04-05,26,2,4.3,1,0,Y,2026-02-09
C2345,여,45,소셜미디어,프리미엄,2024-11-07,19,8,7.6,1,0,N,
C2346,남,63,소셜미디어,프리미엄,2025-11-10,6,13,32.9,0,0,N,
C2347,남,49,소셜미디어,베이직,2025-07-15,10,12,18.6,0,0,N,
C2348,남,50,소셜미디어,베이직,2024-04-08,26,20,25.1,0,0,N,
C2349,남,69,오프라인매장,프리미엄,2025-08-08,9,12,11.1,3,0,N,
C2350,여,44,검색광고,스탠다드,2025-05-20,12,4,8.8,1,0,Y,2026-02-10
C2351,여,44,오프라인매장,스탠다드,2024-11-21,18,12,22.4,0,0,N,
C2352,남,46,검색광고,베이직,2024-09-12,20,12,42.5,1,1,N,
C2353,남,26,소셜미디어,베이직,2026-02-10,3,8,24.0,1,0,N,
C2354,여,33,검색광고,스탠다드,2025-12-18,5,11,27.6,3,0,N,
C2355,남,32,지인추천,스탠다드,2026-04-20,1,11,19.4,0,1,N,
C2356,여,46,오프라인매장,베이직,2025-05-20,12,11,3.3,1,0,N,
C2357,남,36,소셜미디어,프리미엄,2024-06-17,23,10,21.1,0,0,N,
C2358,여,40,검색광고,스탠다드,2023-09-25,32,2,6.6,3,0,Y,2026-01-06
C2359,남,51,검색광고,스탠다드,2023-10-13,32,10,16.0,0,2,N,
C2360,여,48,제휴이벤트,베이직,2026-03-10,2,5,5.6,1,0,Y,2026-04-20
C2361,남,36,소셜미디어,스탠다드,2024-06-21,23,8,16.0,0,1,N,
C2362,여,30,오프라인매장,스탠다드,2023-09-26,32,12,12.6,0,0,N,
C2363,남,52,소셜미디어,베이직,2024-01-24,28,18,26.3,1,0,N,
C2364,남,47,검색광고,스탠다드,2023-06-23,35,9,10.2,1,0,N,
C2365,여,19,오프라인매장,스탠다드,2024-12-17,17,11,39.7,0,0,N,
C2366,남,34,소셜미디어,프리미엄,2025-02-19,15,12,25.2,4,0,N,
C2367,남,40,검색광고,베이직,2024-07-07,23,8,29.8,0,0,N,
C2368,남,47,제휴이벤트,프리미엄,2025-08-01,10,15,10.6,0,0,N,
C2369,남,49,검색광고,스탠다드,2024-10-24,19,10,13.5,0,0,N,
C2370,남,41,소셜미디어,베이직,2026-03-19,2,3,7.6,2,0,Y,2026-04-24
C2371,여,45,소셜미디어,베이직,2025-08-21,9,15,18.1,0,0,N,
C2372,남,39,지인추천,베이직,2023-08-20,33,10,25.2,2,0,N,
C2373,여,30,오프라인매장,베이직,2024-03-18,26,11,18.1,0,0,N,
C2374,여,35,검색광고,스탠다드,2025-08-12,9,11,40.7,0,0,N,
C2375,남,38,제휴이벤트,스탠다드,2024-12-24,17,8,10.7,0,0,N,
C2376,여,38,지인추천,베이직,2025-08-11,9,15,9.5,0,0,N,
C2377,여,19,제휴이벤트,프리미엄,2024-05-22,24,17,13.2,0,0,N,
C2378,여,33,제휴이벤트,베이직,2023-07-11,35,16,16.0,0,0,N,
C2379,남,39,제휴이벤트,스탠다드,2025-09-13,8,8,31.1,0,0,N,
C2380,남,35,지인추천,프리미엄,2025-09-14,8,14,21.7,0,0,N,
C2381,남,35,소셜미디어,프리미엄,2025-04-12,13,15,3.8,0,0,N,
C2382,여,44,소셜미디어,스탠다드,2024-08-04,22,12,4.0,0,0,N,
C2383,여,25,오프라인매장,스탠다드,2023-06-10,36,13,16.8,2,0,N,
C2384,여,19,소셜미디어,베이직,2025-07-15,10,9,14.3,0,0,N,
C2385,남,34,오프라인매장,베이직,2025-05-03,13,4,6.8,1,0,Y,2026-01-05
C2386,여,47,검색광고,베이직,2025-05-12,12,11,16.0,2,0,N,
C2387,남,58,제휴이벤트,베이직,2023-11-29,30,14,37.8,0,0,N,
C2388,여,47,검색광고,베이직,2025-07-18,10,15,28.8,0,1,N,
C2389,남,20,제휴이벤트,베이직,2025-07-11,10,12,13.6,1,1,N,
C2390,여,35,검색광고,프리미엄,2025-11-30,6,12,17.9,1,1,N,
C2391,여,41,검색광고,프리미엄,2025-01-25,16,10,15.4,1,1,N,
C2392,남,40,제휴이벤트,프리미엄,2025-07-19,10,17,5.1,0,1,N,
C2393,남,44,제휴이벤트,스탠다드,2024-08-01,22,10,13.9,2,0,N,
C2394,여,27,오프라인매장,베이직,2025-06-11,11,11,14.0,2,0,N,
C2395,남,39,제휴이벤트,베이직,2025-06-09,11,15,12.4,1,0,N,
C2396,여,43,소셜미디어,스탠다드,2025-09-08,8,14,13.7,2,0,N,
C2397,여,48,제휴이벤트,스탠다드,2025-11-29,6,3,6.2,0,0,Y,2026-02-28
C2398,여,28,소셜미디어,베이직,2023-06-04,36,10,22.6,0,1,N,
C2399,남,34,지인추천,스탠다드,2025-09-07,8,14,12.9,1,0,N,
C2400,남,19,소셜미디어,스탠다드,2025-09-21,8,11,33.4,0,0,N,
C2401,남,31,검색광고,베이직,2025-01-01,17,14,10.6,0,0,N,
C2402,여,32,지인추천,베이직,2024-12-05,18,17,30.6,1,0,N,
C2403,남,26,오프라인매장,베이직,2025-07-09,10,5,8.3,0,0,Y,2025-12-25
C2404,남,40,검색광고,스탠다드,2024-09-27,20,13,9.0,0,0,N,
C2405,남,37,제휴이벤트,프리미엄,2024-08-14,21,8,15.3,0,0,N,
C2406,여,19,지인추천,스탠다드,2025-10-03,8,14,38.5,0,0,N,
C2407,남,41,검색광고,스탠다드,2025-09-18,8,10,10.7,0,0,N,
C2408,여,27,지인추천,프리미엄,2024-01-07,29,8,39.0,1,0,N,
C2409,여,44,검색광고,베이직,2025-10-30,7,12,23.0,0,0,N,
C2410,여,23,검색광고,스탠다드,2024-05-13,24,10,21.0,1,0,N,
C2411,여,38,오프라인매장,스탠다드,2023-10-25,31,13,22.3,0,0,N,
C2412,여,35,검색광고,스탠다드,2025-12-22,5,10,15.1,0,0,N,
C2413,여,42,검색광고,베이직,2024-02-09,28,15,1.5,0,1,N,
C2414,남,39,오프라인매장,프리미엄,2024-01-03,29,12,11.0,0,0,N,
C2415,여,35,검색광고,프리미엄,2024-03-14,26,14,18.3,1,0,N,
C2416,여,20,제휴이벤트,베이직,2024-11-05,19,14,21.4,1,0,N,
C2417,여,20,오프라인매장,베이직,2023-11-24,30,16,23.5,0,0,N,
C2418,여,31,검색광고,베이직,2023-11-17,30,8,23.0,1,0,N,
C2419,여,38,지인추천,스탠다드,2024-07-23,22,9,26.0,2,1,N,
C2420,여,31,검색광고,스탠다드,2024-01-19,28,9,46.5,1,0,N,
C2421,남,46,지인추천,베이직,2023-12-23,29,12,20.5,1,0,N,
C2422,남,35,검색광고,프리미엄,2026-01-27,4,2,13.0,0,0,Y,2026-03-30
C2423,남,26,제휴이벤트,베이직,2025-02-24,15,4,9.6,0,1,Y,2026-04-22
C2424,남,35,검색광고,스탠다드,2023-06-15,36,9,49.0,2,1,N,
C2425,남,41,오프라인매장,베이직,2023-09-17,32,6,19.0,0,0,N,
C2426,남,42,검색광고,스탠다드,2025-10-14,7,23,17.9,0,0,N,
C2427,남,61,검색광고,스탠다드,2024-03-14,26,14,31.5,0,0,N,
C2428,여,30,소셜미디어,베이직,2023-11-10,31,7,31.5,0,0,N,
C2429,남,37,지인추천,베이직,2025-05-09,12,16,15.8,0,0,N,
C2430,여,43,제휴이벤트,프리미엄,2025-11-09,6,19,23.5,2,0,N,
C2431,여,38,검색광고,스탠다드,2024-07-29,22,8,26.2,0,1,N,
C2432,남,32,검색광고,프리미엄,2025-07-31,10,13,25.4,1,0,N,
C2433,남,19,소셜미디어,스탠다드,2024-08-22,21,10,22.3,1,1,N,
C2434,남,32,소셜미디어,스탠다드,2023-09-24,32,7,6.5,0,0,N,
C2435,여,25,제휴이벤트,베이직,2025-09-27,8,15,25.6,0,0,N,
C2436,남,19,제휴이벤트,스탠다드,2026-02-03,3,3,10.5,3,1,Y,2026-04-02
C2437,여,28,제휴이벤트,베이직,2026-04-14,1,3,9.1,0,0,Y,2026-05-07
C2438,여,25,검색광고,베이직,2023-09-15,32,13,14.9,0,0,N,
C2439,여,45,소셜미디어,베이직,2025-01-22,16,14,36.6,1,1,N,
C2440,남,45,오프라인매장,베이직,2025-03-25,14,7,10.9,1,0,N,
C2441,남,27,소셜미디어,프리미엄,2023-08-24,33,10,31.8,0,0,N,
C2442,남,35,오프라인매장,프리미엄,2026-03-10,2,7,10.8,0,0,N,
C2443,남,19,검색광고,스탠다드,2023-09-18,32,9,29.9,0,0,N,
C2444,남,32,소셜미디어,베이직,2024-03-13,26,4,4.4,2,2,Y,2026-04-21
C2445,여,43,제휴이벤트,프리미엄,2026-03-28,2,15,29.0,0,1,N,
C2446,여,48,소셜미디어,스탠다드,2025-01-13,16,12,40.6,1,0,N,
C2447,여,29,제휴이벤트,베이직,2025-05-24,12,10,40.7,2,0,N,
C2448,여,51,소셜미디어,스탠다드,2024-11-07,19,9,36.3,0,1,N,
C2449,남,20,검색광고,스탠다드,2025-08-10,9,8,18.9,0,0,N,
C2450,여,23,소셜미디어,베이직,2023-08-26,33,13,13.6,0,0,N,
C2451,여,47,검색광고,스탠다드,2025-05-20,12,4,1.4,2,1,Y,2026-03-13
C2452,여,58,지인추천,스탠다드,2023-08-10,34,8,17.4,0,0,N,
C2453,여,44,검색광고,베이직,2023-12-09,30,10,30.6,1,0,N,
C2454,남,38,지인추천,베이직,2024-11-21,18,14,25.4,0,0,N,
C2455,남,19,제휴이벤트,스탠다드,2024-09-20,20,2,20.5,1,0,Y,2026-02-14
C2456,남,19,소셜미디어,스탠다드,2023-11-10,31,11,14.3,0,0,N,
C2457,남,40,검색광고,프리미엄,2025-09-27,8,16,42.0,0,0,N,
C2458,여,34,소셜미디어,프리미엄,2024-04-17,25,12,18.1,0,0,N,
C2459,남,25,오프라인매장,스탠다드,2025-12-09,5,2,4.3,4,1,Y,2026-04-15
C2460,여,39,지인추천,스탠다드,2023-06-16,36,13,21.9,0,0,N,
C2461,여,39,검색광고,스탠다드,2024-02-08,28,8,25.1,1,0,N,
C2462,남,49,지인추천,스탠다드,2024-04-12,25,7,34.6,1,0,N,
C2463,남,40,소셜미디어,베이직,2025-02-24,15,12,14.2,0,0,N,
C2464,여,53,소셜미디어,스탠다드,2024-08-01,22,8,21.9,2,0,N,
C2465,여,38,검색광고,스탠다드,2023-11-15,30,10,19.1,1,0,N,
C2466,남,37,제휴이벤트,스탠다드,2025-01-29,16,11,15.7,1,0,N,
C2467,남,51,검색광고,프리미엄,2026-03-17,2,9,39.9,0,0,N,
C2468,여,26,검색광고,스탠다드,2023-10-21,31,12,25.3,1,0,N,
C2469,남,69,검색광고,베이직,2024-02-24,27,4,1.9,0,2,Y,2026-04-10
C2470,여,43,지인추천,베이직,2024-10-22,19,13,22.1,1,1,N,
C2471,남,43,소셜미디어,베이직,2025-07-13,10,23,7.4,1,0,N,
C2472,남,44,검색광고,베이직,2023-10-24,31,13,21.0,1,0,N,
C2473,남,61,소셜미디어,스탠다드,2024-02-02,28,3,3.3,0,0,Y,2026-03-31
C2474,여,48,오프라인매장,베이직,2024-02-06,28,5,10.1,2,0,Y,2025-12-13
C2475,여,19,소셜미디어,베이직,2025-03-18,14,8,7.3,0,2,N,
C2476,남,55,제휴이벤트,베이직,2023-08-27,33,17,11.1,0,0,N,
C2477,여,34,소셜미디어,스탠다드,2025-05-03,13,14,28.2,4,0,N,
C2478,남,39,검색광고,스탠다드,2024-08-27,21,7,18.9,1,0,N,
C2479,남,23,제휴이벤트,베이직,2024-05-15,24,4,3.4,2,0,Y,2025-01-29
C2480,남,44,제휴이벤트,베이직,2025-12-05,5,11,38.6,2,0,N,
C2481,남,30,소셜미디어,베이직,2025-10-20,7,8,15.2,0,0,N,
C2482,여,39,제휴이벤트,베이직,2025-10-03,8,10,16.6,0,1,N,
C2483,남,35,지인추천,베이직,2025-12-29,5,14,17.4,1,0,N,
C2484,여,61,소셜미디어,베이직,2024-02-05,28,16,26.4,0,1,N,
C2485,남,62,제휴이벤트,베이직,2025-11-27,6,11,15.9,0,0,N,
C2486,여,39,오프라인매장,프리미엄,2023-12-05,30,16,17.8,2,0,N,
C2487,남,39,소셜미디어,스탠다드,2024-05-18,24,7,32.9,0,1,N,
C2488,여,34,지인추천,프리미엄,2025-01-12,16,13,30.9,0,0,N,
C2489,남,51,소셜미디어,베이직,2025-08-01,10,13,17.2,0,0,N,
C2490,남,34,검색광고,베이직,2025-02-05,16,10,17.5,0,3,N,
C2491,여,33,제휴이벤트,프리미엄,2025-01-16,16,14,3.7,0,0,N,
C2492,여,50,지인추천,베이직,2024-07-05,23,20,20.8,1,1,N,
C2493,여,32,지인추천,스탠다드,2025-02-21,15,14,28.7,0,0,N,
C2494,남,38,지인추천,프리미엄,2024-10-18,19,10,15.4,1,0,N,
C2495,여,19,지인추천,스탠다드,2024-10-21,19,18,35.8,1,0,N,
C2496,여,46,소셜미디어,베이직,2025-02-13,15,19,6.9,2,0,N,
C2497,여,61,제휴이벤트,스탠다드,2025-03-01,15,16,11.6,1,0,N,
C2498,남,47,지인추천,베이직,2024-05-17,24,13,34.3,0,1,N,
C2499,여,56,오프라인매장,베이직,2023-10-23,31,18,28.2,1,0,N,
C2500,여,28,소셜미디어,베이직,2024-04-15,25,2,2.6,0,0,Y,2025-09-04
C2501,여,41,소셜미디어,프리미엄,2024-08-09,22,1,3.0,1,1,Y,2025-01-25
C2502,남,27,검색광고,스탠다드,2023-11-19,30,13,25.5,0,0,N,
C2503,남,35,소셜미디어,베이직,2023-12-07,30,13,22.9,0,0,N,
C2504,여,47,검색광고,베이직,2026-03-09,2,2,6.6,1,0,Y,2026-04-19
C2505,여,39,오프라인매장,스탠다드,2024-03-25,26,3,14.0,0,0,Y,2026-03-29
C2506,여,21,제휴이벤트,프리미엄,2025-07-27,10,10,13.2,1,0,N,
C2507,남,22,소셜미디어,베이직,2023-10-15,31,11,5.0,0,0,N,
C2508,남,21,소셜미디어,베이직,2026-04-01,2,16,26.4,1,0,N,
C2509,여,44,오프라인매장,프리미엄,2024-01-13,28,12,29.3,1,0,N,
C2510,남,63,검색광고,프리미엄,2024-07-24,22,12,13.6,0,2,N,
C2511,남,54,제휴이벤트,프리미엄,2025-09-10,8,16,9.8,1,0,N,
C2512,여,19,소셜미디어,베이직,2024-01-01,29,7,5.1,0,0,N,
C2513,여,55,검색광고,베이직,2025-01-06,17,12,18.8,0,0,N,
C2514,여,49,검색광고,베이직,2025-09-14,8,10,22.3,0,3,N,
C2515,남,19,제휴이벤트,베이직,2023-06-26,35,16,30.4,1,1,N,
C2516,남,34,검색광고,프리미엄,2023-06-28,35,13,23.0,1,2,N,
C2517,여,51,오프라인매장,베이직,2025-09-17,8,4,5.7,2,0,Y,2026-04-11
C2518,남,45,검색광고,스탠다드,2024-03-06,27,14,20.8,0,0,N,
C2519,남,22,검색광고,프리미엄,2026-01-24,4,8,31.2,1,0,N,
C2520,남,45,제휴이벤트,프리미엄,2026-02-12,3,11,22.2,0,0,N,
C2521,여,19,검색광고,스탠다드,2025-12-24,5,3,11.6,3,0,Y,2026-03-27
C2522,여,35,검색광고,프리미엄,2026-04-27,1,16,10.1,1,0,N,
C2523,여,52,지인추천,베이직,2025-10-24,7,6,25.9,0,0,N,
C2524,여,38,제휴이벤트,베이직,2024-07-13,22,3,9.2,1,0,Y,2026-04-29
C2525,남,32,소셜미디어,베이직,2026-04-22,1,15,15.8,2,2,N,
C2526,남,49,검색광고,프리미엄,2024-06-03,24,6,31.5,1,0,N,
C2527,남,50,제휴이벤트,프리미엄,2025-02-14,15,13,46.2,0,0,N,
C2528,남,54,오프라인매장,베이직,2023-06-07,36,9,8.0,0,0,N,
C2529,남,48,제휴이벤트,베이직,2026-03-22,2,3,2.6,1,0,Y,2026-04-26
C2530,남,51,오프라인매장,베이직,2025-02-20,15,11,16.2,1,0,N,
C2531,남,47,오프라인매장,베이직,2026-03-07,2,10,18.1,2,0,N,
C2532,여,41,소셜미디어,프리미엄,2024-06-10,24,12,18.8,0,0,N,
C2533,여,39,소셜미디어,베이직,2024-04-29,25,14,13.3,1,0,N,
C2534,남,35,오프라인매장,스탠다드,2024-12-08,17,12,7.2,0,1,N,
C2535,남,23,오프라인매장,스탠다드,2025-12-06,5,13,16.6,0,1,N,
C2536,여,27,제휴이벤트,베이직,2025-01-05,17,11,18.1,0,0,N,
C2537,여,35,지인추천,베이직,2025-09-21,8,3,6.4,3,0,Y,2026-01-25
C2538,여,41,소셜미디어,프리미엄,2024-01-15,28,9,18.4,3,0,N,
C2539,남,55,지인추천,스탠다드,2025-09-04,8,8,21.1,0,0,N,
C2540,여,37,지인추천,베이직,2025-07-20,10,11,17.0,2,0,N,
C2541,남,50,소셜미디어,베이직,2026-01-10,4,9,13.3,0,0,N,
C2542,남,51,오프라인매장,프리미엄,2023-08-01,34,11,18.4,2,0,N,
C2543,남,35,지인추천,프리미엄,2024-07-14,22,7,21.9,2,0,N,
C2544,남,45,검색광고,프리미엄,2023-09-03,33,5,19.3,0,0,N,
C2545,남,35,지인추천,스탠다드,2024-07-31,22,12,47.7,0,0,N,
C2546,남,54,지인추천,프리미엄,2025-08-17,9,10,22.7,1,0,N,
C2547,여,46,제휴이벤트,베이직,2025-04-12,13,10,18.8,0,0,N,
C2548,남,24,소셜미디어,스탠다드,2025-08-10,9,2,4.9,0,0,Y,2025-12-14
C2549,남,40,지인추천,베이직,2025-07-25,10,13,12.4,2,0,N,
C2550,남,58,지인추천,스탠다드,2026-04-22,1,12,15.9,1,0,N,
C2551,남,36,지인추천,프리미엄,2025-12-23,5,15,16.2,0,0,N,
C2552,남,43,검색광고,프리미엄,2025-02-14,15,6,15.9,0,0,N,
C2553,남,45,제휴이벤트,스탠다드,2025-12-19,5,4,9.3,0,0,Y,2026-03-10
C2554,남,26,제휴이벤트,스탠다드,2023-07-22,34,3,12.4,0,2,Y,2025-08-30
C2555,여,44,지인추천,프리미엄,2025-07-08,10,2,10.6,2,1,Y,2026-02-14
C2556,여,21,지인추천,프리미엄,2024-12-07,18,13,24.9,2,0,N,
C2557,남,30,검색광고,스탠다드,2026-03-16,2,12,11.5,0,0,N,
C2558,여,51,지인추천,베이직,2024-11-18,18,19,33.2,0,0,N,
C2559,여,42,소셜미디어,베이직,2023-12-08,30,21,12.1,1,2,N,
C2560,여,34,오프라인매장,프리미엄,2025-07-11,10,16,21.6,1,0,N,
C2561,여,43,검색광고,스탠다드,2026-03-09,2,13,24.1,1,0,N,
C2562,여,37,오프라인매장,스탠다드,2023-06-18,35,8,33.7,0,0,N,
C2563,여,38,소셜미디어,스탠다드,2023-08-08,34,9,43.4,0,0,N,
C2564,여,46,오프라인매장,베이직,2025-05-05,13,16,15.6,2,0,N,
C2565,남,29,지인추천,베이직,2025-01-12,16,15,20.7,1,0,N,
C2566,남,38,검색광고,프리미엄,2025-01-05,17,11,32.2,0,0,N,
C2567,남,34,소셜미디어,베이직,2023-09-05,33,13,45.3,0,0,N,
C2568,남,19,제휴이벤트,스탠다드,2025-01-30,16,14,16.5,0,0,N,
C2569,남,27,지인추천,스탠다드,2025-01-25,16,16,11.8,0,1,N,
C2570,남,57,검색광고,프리미엄,2025-11-21,6,14,8.6,0,0,N,
C2571,여,43,소셜미디어,베이직,2024-07-20,22,15,6.7,1,0,N,
C2572,여,22,소셜미디어,스탠다드,2024-06-05,24,12,12.9,0,0,N,
C2573,여,20,지인추천,베이직,2023-08-26,33,8,29.1,0,0,N,
C2574,남,37,지인추천,베이직,2025-01-24,16,11,29.9,0,0,N,
C2575,남,57,검색광고,베이직,2025-04-21,13,8,22.7,0,0,N,
C2576,여,36,지인추천,베이직,2024-03-25,26,14,16.1,0,0,N,
C2577,여,54,오프라인매장,프리미엄,2025-07-18,10,10,23.2,0,0,N,
C2578,여,42,오프라인매장,프리미엄,2026-02-24,3,2,7.8,1,0,Y,2026-03-11
C2579,여,44,검색광고,베이직,2023-12-03,30,2,6.6,0,0,Y,2024-12-18
C2580,여,22,소셜미디어,프리미엄,2025-01-30,16,5,22.2,0,0,N,
C2581,남,49,소셜미디어,스탠다드,2025-06-09,11,16,15.7,0,0,N,
C2582,남,34,검색광고,스탠다드,2023-06-20,35,19,22.1,1,0,N,
C2583,남,48,소셜미디어,프리미엄,2023-12-08,30,13,23.9,3,1,N,
C2584,여,28,검색광고,스탠다드,2024-07-26,22,12,26.8,0,0,N,
C2585,여,40,검색광고,베이직,2023-10-25,31,18,7.4,0,0,N,
C2586,남,42,오프라인매장,베이직,2024-06-13,23,8,33.5,1,0,N,
C2587,여,36,소셜미디어,스탠다드,2023-11-04,31,13,18.1,1,0,N,
C2588,남,43,오프라인매장,프리미엄,2026-01-10,4,2,17.5,0,0,Y,2026-03-21
C2589,남,35,검색광고,스탠다드,2025-02-28,15,15,29.2,0,0,N,
C2590,남,30,지인추천,베이직,2024-05-16,24,3,4.8,0,2,Y,2026-04-05
C2591,남,57,소셜미디어,베이직,2025-09-07,8,5,10.0,1,0,Y,2026-03-19
C2592,여,51,오프라인매장,프리미엄,2023-06-20,35,9,32.3,0,1,N,
C2593,남,29,오프라인매장,베이직,2025-02-25,15,4,6.8,0,0,Y,2025-08-05
C2594,여,45,소셜미디어,스탠다드,2025-05-28,12,2,4.6,1,1,Y,2025-09-01
C2595,여,29,지인추천,스탠다드,2025-10-09,7,9,10.5,1,0,N,
C2596,남,24,검색광고,베이직,2024-01-23,28,15,8.5,1,0,N,
C2597,남,50,지인추천,베이직,2025-02-19,15,4,2.1,0,0,Y,2026-02-05
C2598,여,19,검색광고,베이직,2025-08-26,9,11,18.3,0,0,N,
C2599,남,49,소셜미디어,베이직,2025-09-27,8,2,10.8,0,0,N,
C2600,여,35,검색광고,스탠다드,2023-12-05,30,9,13.6,0,0,N,
C2601,남,35,제휴이벤트,프리미엄,2026-04-05,1,2,17.7,1,0,Y,2026-05-03
C2602,여,43,소셜미디어,베이직,2024-03-18,26,13,23.9,0,0,N,
C2603,여,45,지인추천,스탠다드,2024-07-21,22,10,11.8,2,0,N,
C2604,남,28,소셜미디어,베이직,2023-12-22,29,12,54.3,1,0,N,
C2605,남,47,소셜미디어,베이직,2023-11-07,31,7,22.0,1,0,N,
C2606,여,39,검색광고,스탠다드,2024-02-28,27,10,2.6,1,0,N,
C2607,남,23,제휴이벤트,스탠다드,2023-10-23,31,6,20.8,0,0,Y,2026-04-05
C2608,남,36,오프라인매장,스탠다드,2025-07-20,10,18,39.0,1,0,N,
C2609,남,55,검색광고,베이직,2025-02-26,15,8,22.4,0,0,N,
C2610,남,58,오프라인매장,스탠다드,2024-07-20,22,9,18.2,0,0,N,
C2611,여,47,소셜미디어,베이직,2025-01-03,17,6,28.9,1,0,N,
C2612,여,24,검색광고,프리미엄,2025-03-05,15,15,21.4,1,0,N,
C2613,남,44,지인추천,스탠다드,2023-12-14,29,10,15.0,2,0,N,
C2614,여,48,검색광고,프리미엄,2024-04-12,25,12,14.5,1,1,N,
C2615,남,47,검색광고,베이직,2025-12-26,5,16,31.2,0,0,N,
C2616,남,47,오프라인매장,스탠다드,2023-06-13,36,3,4.7,3,0,Y,2024-12-08
C2617,여,42,소셜미디어,스탠다드,2026-03-15,2,9,31.0,0,2,N,
C2618,여,37,제휴이벤트,베이직,2026-03-23,2,11,19.7,1,1,N,
C2619,남,31,오프라인매장,스탠다드,2024-02-25,27,17,7.6,2,0,N,
C2620,남,19,제휴이벤트,스탠다드,2024-05-07,25,17,32.2,1,0,N,
C2621,여,42,지인추천,프리미엄,2024-01-07,29,10,12.0,3,0,N,
C2622,여,40,제휴이벤트,베이직,2025-01-18,16,3,5.1,0,1,Y,2025-12-16
C2623,남,45,소셜미디어,프리미엄,2024-01-14,28,13,17.3,1,0,N,
C2624,남,22,지인추천,베이직,2025-09-20,8,12,18.8,0,0,N,
C2625,여,46,지인추천,스탠다드,2024-07-17,22,14,22.5,3,0,N,
C2626,남,63,제휴이벤트,스탠다드,2026-03-27,2,9,31.4,0,1,N,
C2627,남,39,검색광고,베이직,2025-11-25,6,10,30.8,1,0,N,
C2628,남,37,지인추천,프리미엄,2024-08-01,22,12,14.3,0,2,N,
C2629,남,42,오프라인매장,프리미엄,2025-02-24,15,15,14.6,0,0,N,
C2630,남,62,소셜미디어,프리미엄,2023-06-26,35,12,29.7,1,0,N,
C2631,여,26,제휴이벤트,프리미엄,2023-08-11,34,14,10.8,0,0,N,
C2632,여,40,소셜미디어,스탠다드,2024-11-20,18,9,19.7,0,0,N,
